DeelGemeenteNaam,GemeenteAdres,GemeenteEmail,GemeenteFax,GemeenteKalender,GemeenteNaam,GemeentePostcode,GemeenteTel,GemeenteWebsite,ICAdres,ICEmail,ICFax,ICGemeenteNaam,ICKalender,ICPostcode,ICTel,ICWebsite,ICnaam
GRACE-HOLLOGNE,"rue de l'Hôtel communal, 2",environnement@grace-hollogne.be,04 233 78 69,,GRACE-HOLLOGNE,4460,04 233 63 60,http://www.grace-hollogne.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
SAINT-GEORGES-SUR-MEUSE,"rue Albert I, 16",,04 259 57 30,,SAINT-GEORGES-SUR-MEUSE,4470,04 259 92 75,http://www.saint-georges-sur-meuse.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
ENGIS,"rue Reine Astrid, 13",,04 275 00 81,,ENGIS,4480,04 259 89 11,http://www.engis.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
HUY,"Grand'Place, 1",freddy.lagneau@publilink.be,085 21 75 03,,HUY,4500,085 21 78 21,http://www.huy.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
WANZE,"place Faniel, 8",,085 27 35 19,,WANZE,4520,085 27 35 40,http://,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
VILLERS-LE-BOUILLET,"rue de Waremme, 17",,085 61 62 87,,VILLERS-LE-BOUILLET,4530,085 61 62 80,http://www.villers-le-bouillet.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
VERLAINE,"Vinâve des Stréats, 32",,04 259 56 92,,VERLAINE,4537,04 259 99 10,http://www.commune-de-verlaine.be/,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
AMAY,"chaussée Freddy Terwagne, 76",,085 31 61 31,,AMAY,4540,085 31 66 15,http://www.amay.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
NANDRIN,"place Ovide Musin, 1",nandrin@skynet.be,085 51 32 86,,NANDRIN,4550,085 51 14 05,http://www.nandrin.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
TINLOT,"rue du Centre, 35",,085 51 21 73,,TINLOT,4557,085 51 15 72,http://www.tinlot.be/,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
CLAVIER,"rue Forville, 1",info.clavier@belgacom.net,086 34 94 29,,CLAVIER,4560,086 34 94 30,http://www.clavier.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
MARCHIN,"rue J. Wauters, ",,085 27 04 39,,MARCHIN,4570,085 27 04 26,http://www.marchin.be/,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
MODAVE,"place Georges Hubin, 1-3",,085 41 15 59,,MODAVE,4577,085 41 02 23,http://www.modave.be/,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
OUFFET,"rue du Village, 3",,086 36 73 79,,OUFFET,4590,086 36 61 36,http://www.ouffet.be/,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
VISE,"rue des Récollets, 1",,04 374 84 11,,VISE,4600,04 374 84 80,http://www.vise.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
ARGENTEAU,"rue des Récollets, 1",,04 374 84 11,,VISE,4600,04 374 84 80,http://www.vise.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
CHERATTE,"rue des Récollets, 1",,04 374 84 11,,VISE,4600,04 374 84 80,http://www.vise.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
SAINT-ANDRE,"rue de Maestricht, 7",info@dalhem.be,04 374 24 29,,DALHEM,4607,04 379 18 22,http://www.dalhem.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
DALHEM,"rue de Maestricht, 7",info@dalhem.be,04 374 24 29,,DALHEM,4607,04 379 18 22,http://www.dalhem.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
NEUFCHATEAU,"rue de Maestricht, 7",info@dalhem.be,04 374 24 29,,DALHEM,4607,04 379 18 22,http://www.dalhem.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
BEYNE-HEUSAY,"place J. Dejardin, 2",,04 358 36 29,,BEYNE-HEUSAY,4610,04 358 69 20,http://www.beyne-heusay.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
FLERON,"rue François Lapierre, 19",,04 355 91 34,,FLERON,4620,04 355 91 87,http://www.fleron.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
RETINNE,"rue François Lapierre, 19",,04 355 91 34,,FLERON,4620,04 355 91 87,http://www.fleron.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
MAGNEE,"rue François Lapierre, 19",,04 355 91 34,,FLERON,4620,04 355 91 87,http://www.fleron.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
ROMSEE,"rue François Lapierre, 19",,04 355 91 34,,FLERON,4620,04 355 91 87,http://www.fleron.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
SOUMAGNE,"avenue de la Coopération, 38",,04 377 97 01,,SOUMAGNE,4630,04 377 98 01,http://www.liegeonline.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
EVEGNEE,"avenue de la Coopération, 38",,04 377 97 01,,SOUMAGNE,4630,04 377 98 01,http://www.liegeonline.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
CEREXHE-HEUSEUX,"avenue de la Coopération, 38",,04 377 97 01,,SOUMAGNE,4630,04 377 98 01,http://www.liegeonline.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
MELEN,"avenue de la Coopération, 38",,04 377 97 01,,SOUMAGNE,4630,04 377 98 01,http://www.liegeonline.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
HERVE,"place de l'Hôtel de Ville, ",,087 69 36 39,,HERVE,4650,087 69 36 34,http://www.herve.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
BATTICE,"place de l'Hôtel de Ville, ",,087 69 36 39,,HERVE,4650,087 69 36 34,http://www.herve.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
XHENDELESSE,"place de l'Hôtel de Ville, ",,087 69 36 39,,HERVE,4650,087 69 36 34,http://www.herve.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
BOLLAND,"place de l'Hôtel de Ville, ",,087 69 36 39,,HERVE,4650,087 69 36 34,http://www.herve.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
CHARNEUX,"place de l'Hôtel de Ville, ",,087 69 36 39,,HERVE,4650,087 69 36 34,http://www.herve.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
BLEGNY,"rue Troisfontaines, 11",,04 345 97 48,,BLEGNY,4670,04 387 43 25,http://www.blegny.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
BARCHON,"rue Troisfontaines, 11",,04 345 97 48,,BLEGNY,4670,04 387 43 25,http://www.blegny.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
SAINT-REMY,"rue Troisfontaines, 11",,04 345 97 48,,BLEGNY,4670,04 387 43 25,http://www.blegny.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
OUPEYE,"rue des Ecoles, 4",secretariats@oupeye.com,04 240 03 99,,OUPEYE,4680,04 256 92 00,http://www.oupeye.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
HERMALLE-SOUS-ARGENTEAU,"rue des Ecoles, 4",secretariats@oupeye.com,04 240 03 99,,OUPEYE,4680,04 256 92 00,http://www.oupeye.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
HEURE-LE-ROMAIN,"rue des Ecoles, 4",secretariats@oupeye.com,04 240 03 99,,OUPEYE,4680,04 256 92 00,http://www.oupeye.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
VIVEGNIS,"rue des Ecoles, 4",secretariats@oupeye.com,04 240 03 99,,OUPEYE,4680,04 256 92 00,http://www.oupeye.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
HACCOURT,"rue des Ecoles, 4",secretariats@oupeye.com,04 240 03 99,,OUPEYE,4680,04 256 92 00,http://www.oupeye.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
BASSENGE,"rue Royale, 4",,04 286 18 59,,BASSENGE,4690,04 286 40 41,http://www.bassenge.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
EUPEN,"Rathausplatz, 14",info@eupen.be,087 59 58 00,,EUPEN,4700,087 59 58 11,http://www.eupen.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
KETTENIS,"Rathausplatz, 14",info@eupen.be,087 59 58 00,,EUPEN,4700,087 59 58 11,http://www.eupen.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
LONTZEN,"Kirchstrasse, 46",,087 89 80 66,,LONTZEN,4710,087 89 80 56,http://www.lontzen.be/,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
WALHORN,"Kirchstrasse, 46",,087 89 80 66,,LONTZEN,4710,087 89 80 56,http://www.lontzen.be/,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
LA CALAMINE,"Kirchstrasse, 31",,087 65 74 84,,LA CALAMINE,4720,087 63 98 10,http://www.kelmis.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
NEU-MORESNET,"Kirchstrasse, 31",,087 65 74 84,,LA CALAMINE,4720,087 63 98 10,http://www.kelmis.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
HERGENRATH,"Kirchstrasse, 31",,087 65 74 84,,LA CALAMINE,4720,087 63 98 10,http://www.kelmis.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
RAEREN,"Hauptstraße, 26",gemeinde.raeren@belgacom.net,087 85 11 69,,RAEREN,4730,087 86 69 40,http://www.raeren.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
EYNATTEN,"Hauptstraße, 26",gemeinde.raeren@belgacom.net,087 85 11 69,,RAEREN,4730,087 86 69 40,http://www.raeren.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
BUTGENBACH,"Zum Brand, 40",butgenbach.gemeindeverwaltung@publilink.be,080 44 00 70,,BUTGENBACH,4750,080 44 00 88,http://www.butgenbach.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
BULLANGE,"Büllingen, 240",,080 64 00 40,,BULLANGE,4760,080 64 00 00,http://www.bullingen.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
ROCHERATH,"Büllingen, 240",,080 64 00 40,,BULLANGE,4760,080 64 00 00,http://www.bullingen.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
AMBLEVE,"Wittenhof, 10",,080 34 81 11,,AMBLEVE,4770,080 34 81 10,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
HEPPENBACH,"Wittenhof, 10",,080 34 81 11,,AMBLEVE,4770,080 34 81 10,http://,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
SAINT-VITH,"Hauptstraße, 43",info@st.vith.be,080 22 80 01,,SAINT-VITH,4780,080 28 01 00,http://www.st.vith.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
SCHOENBERG,"Hauptstraße, 43",info@st.vith.be,080 22 80 01,,SAINT-VITH,4780,080 28 01 00,http://www.st.vith.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
LOMMERSWEILER,"Hauptstraße, 43",info@st.vith.be,080 22 80 01,,SAINT-VITH,4780,080 28 01 00,http://www.st.vith.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
CROMBACH,"Hauptstraße, 43",info@st.vith.be,080 22 80 01,,SAINT-VITH,4780,080 28 01 00,http://www.st.vith.be,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
BURG-REULAND,"Thommen, 64",rene.theissen@publilink.be,080 32 99 15,,BURG-REULAND,4790,080 32 90 14,http://www.burg-reuland.be/,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
THOMMEN,"Thommen, 64",rene.theissen@publilink.be,080 32 99 15,,BURG-REULAND,4790,080 32 90 14,http://www.burg-reuland.be/,Dreve de l'Arc en Ciel 98,collectes@idelux.be,063 23 18 95,ARLON,http://www.idelux-aive.be/pages/collectes_fr/collecte-des-dechets.html?ACTION=contenu&LANG=fr,B-6700,063 23 18 11,http://www.idelux.be,IDELUX Environnement
VERVIERS,"place du Marché, 55",info@verviers.be,087 32 52 03,,VERVIERS,4800,087 32 53 25,http://www.verviers.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
STEMBERT,"place du Marché, 55",info@verviers.be,087 32 52 03,,VERVIERS,4800,087 32 53 25,http://www.verviers.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
HEUSY,"place du Marché, 55",info@verviers.be,087 32 52 03,,VERVIERS,4800,087 32 53 25,http://www.verviers.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
DISON,"rue Albert I, 66",aldison@ping.be,087 34 15 87,,DISON,4820,087 39 33 40,http://www.dison.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
ANDRIMONT,"rue Albert I, 66",aldison@ping.be,087 34 15 87,,DISON,4820,087 39 33 40,http://www.dison.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
LIMBOURG,"avenue V. David, 15",,087 76 45 30,,LIMBOURG,4830,087 76 04 00,http://www.ville-limbourg.com/,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
BILSTAIN,"avenue V. David, 15",,087 76 45 30,,LIMBOURG,4830,087 76 04 00,http://www.ville-limbourg.com/,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
GOE,"avenue V. David, 15",,087 76 45 30,,LIMBOURG,4830,087 76 04 00,http://www.ville-limbourg.com/,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
BAELEN,"rue de la Régence, 1",,087 76 01 12,,BAELEN,4837,087 76 01 10,http://,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
WELKENRAEDT,"rue de l'Ecole, 6",isabelle.delang@publilink.be,087 88 25 21,,WELKENRAEDT,4840,087 89 91 94,http://www.welkenraedt.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
HENRI-CHAPELLE,"rue de l'Ecole, 6",isabelle.delang@publilink.be,087 88 25 21,,WELKENRAEDT,4840,087 89 91 94,http://www.welkenraedt.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
JALHAY,"rue de la Fagne, 46",contact@jalhay.be,087 64 83 77,,JALHAY,4845,087 29 90 21,http://www.jalhay.be,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
PLOMBIERES,"place du 3ème Millénaire, 1",,087 78 91 37/41,,PLOMBIERES,4850,087 78 91 31,http://,Port de Herstal Pré Wigy,info@intradel.be,04 248 11 42,HERSTAL,http://client.cible.be/intradel/calendrier-2014/,B-4040,04 240 74 74,http://www.intradel.be,INTRADEL
